pv,upper,lower,precision,drive_high,drive_low,scan
SR21LM-PC-ABQ-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-ABQ-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-ABQ-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-ABQ-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-DQ-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-DQ-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-HSTR-00:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-HSTR-00:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-HSTR-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-HSTR-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-HSTR-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-HSTR-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-HSTR-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-HSTR-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-HSTR-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-HSTR-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-HSTR-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-HSTR-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-HSTR-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-HSTR-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-OCT-00:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-OCT-00:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-OCT-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-OCT-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-QUAD-00:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-QUAD-00:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-QUAD-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-QUAD-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-QUAD-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-QUAD-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-QUAD-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-QUAD-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-QUAD-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-QUAD-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-QUAD-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-QUAD-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-QUAD-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-QUAD-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-SEXT-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-SEXT-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-SEXT-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-SEXT-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-SEXT-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-SEXT-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-SEXT-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-SEXT-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-SEXT-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-SEXT-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-SEXT-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-SEXT-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-SQUAD-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-SQUAD-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-SQUAD-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-SQUAD-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-SQUAD-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-SQUAD-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-SQUAD-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-SQUAD-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-SQUAD-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-SQUAD-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-SQUAD-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-SQUAD-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-VSTR-00:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-VSTR-00:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-VSTR-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-VSTR-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-VSTR-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-VSTR-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-VSTR-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-VSTR-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-VSTR-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-VSTR-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-VSTR-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-VSTR-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21LM-PC-VSTR-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21LM-PC-VSTR-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-ABQ-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-ABQ-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-ABQ-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-ABQ-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-DQ-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-DQ-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-HSTR-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-HSTR-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-HSTR-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-HSTR-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-HSTR-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-HSTR-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-HSTR-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-HSTR-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-HSTR-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-HSTR-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-OCT-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-OCT-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-QUAD-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-QUAD-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-QUAD-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-QUAD-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-QUAD-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-QUAD-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-QUAD-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-QUAD-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-QUAD-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-QUAD-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-QUAD-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-QUAD-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-SEXT-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-SEXT-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-SEXT-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-SEXT-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-SEXT-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-SEXT-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-SEXT-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-SEXT-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-SEXT-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-SEXT-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-SEXT-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-SEXT-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-SQUAD-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-SQUAD-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-SQUAD-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-SQUAD-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-SQUAD-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-SQUAD-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-SQUAD-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-SQUAD-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-SQUAD-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-SQUAD-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-SQUAD-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-SQUAD-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-VSTR-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-VSTR-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-VSTR-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-VSTR-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-VSTR-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-VSTR-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-VSTR-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-VSTR-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21MS-PC-VSTR-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21MS-PC-VSTR-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21SI-PC-HSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21SI-PC-HSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21SI-PC-HSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21SI-PC-HSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21SI-PC-VSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21SI-PC-VSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21SI-PC-VSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21SI-PC-VSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21SK-PC-HSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21SK-PC-HSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21SK-PC-HSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21SK-PC-HSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21SK-PC-VSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21SK-PC-VSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR21SK-PC-VSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR21SK-PC-VSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22-PC-DL1:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22-PC-DL1:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22-PC-DL2:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22-PC-DL2:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22-PC-DL3:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22-PC-DL3:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22-PC-DL4:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22-PC-DL4:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22C-DI-EBPM-01:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-01:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-02:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-02:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-03:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-03:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-04:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-04:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-05:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-05:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-06:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-06:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-07:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-07:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-08:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-08:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-09:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-09:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-10:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22C-DI-EBPM-10:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-ABQ-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-ABQ-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-ABQ-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-ABQ-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-DQ-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-DQ-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-HSTR-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-HSTR-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-HSTR-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-HSTR-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-HSTR-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-HSTR-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-HSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-HSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-HSTR-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-HSTR-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-HSTR-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-HSTR-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-OCT-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-OCT-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-QUAD-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-QUAD-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-QUAD-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-QUAD-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-QUAD-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-QUAD-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-QUAD-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-QUAD-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-QUAD-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-QUAD-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-QUAD-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-QUAD-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-SEXT-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-SEXT-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-SEXT-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-SEXT-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-SEXT-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-SEXT-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-SEXT-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-SEXT-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-SEXT-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-SEXT-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-SEXT-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-SEXT-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-SQUAD-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-SQUAD-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-SQUAD-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-SQUAD-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-SQUAD-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-SQUAD-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-SQUAD-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-SQUAD-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-SQUAD-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-SQUAD-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-SQUAD-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-SQUAD-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-VSTR-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-VSTR-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-VSTR-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-VSTR-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-VSTR-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-VSTR-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-VSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-VSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-VSTR-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-VSTR-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22MS-PC-VSTR-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22MS-PC-VSTR-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SI-PC-HSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SI-PC-HSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SI-PC-HSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SI-PC-HSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SI-PC-VSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SI-PC-VSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SI-PC-VSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SI-PC-VSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SM-PC-ABQ-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SM-PC-ABQ-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SM-PC-ABQ-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SM-PC-ABQ-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SM-PC-DQ-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SM-PC-DQ-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SM-PC-HSTR-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SM-PC-HSTR-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SM-PC-HSTR-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SM-PC-HSTR-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SM-PC-HSTR-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SM-PC-HSTR-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SM-PC-HSTR-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SM-PC-HSTR-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SM-PC-HSTR-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SM-PC-HSTR-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SM-PC-HSTR-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SM-PC-HSTR-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SM-PC-OCT-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SM-PC-OCT-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SM-PC-QUAD-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SM-PC-QUAD-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SM-PC-QUAD-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SM-PC-QUAD-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SM-PC-QUAD-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
SR22SM-PC-QUAD-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive
SR22SM-PC-QUAD-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr
